LAMMPS data file via write_data, version 21 Nov 2023, timestep = 18000, units = metal

5000 atoms
1 atom types

-80 80 xlo xhi
-40 40 ylo yhi
-40 40 zlo zhi

Masses

1 16.05

Pair Coeffs # lj/cut

1 0.0127 3.73

Atoms # atomic

4282 1 -27.75900440519489 -35.832022563663564 -33.09584231226559 0 0 1
3367 1 -24.95905365381623 -37.42767129555387 -39.40717770549701 0 0 0
4545 1 -24.169149574409698 -34.93651263998421 -35.8125939571891 0 1 1
1278 1 -22.936475144272645 -39.0715877687385 -36.399547194828465 0 0 0
2220 1 -21.802224747620798 -37.7287533246596 37.27912087997607 0 1 -1
4894 1 -21.088819771461477 -35.99657443198568 -38.36697484403315 0 1 0
4538 1 -16.72054242424936 -36.94170602132561 -35.30984056487856 0 1 1
4743 1 -17.370286402743606 -32.672515359359 -37.41234274562252 0 0 0
4025 1 -16.842338367503714 38.783608511661626 -37.933054195795464 0 0 1
3501 1 -17.009413984521103 -35.79870000485023 -39.25966796488095 0 1 0
1867 1 -9.956520605876939 -34.228185038760586 -34.39571510336653 0 0 0
2758 1 -8.058004954474754 -32.246975137999854 -38.15244745305605 0 0 0
3645 1 -8.780778792972855 -37.06147850067068 -36.46603883930159 0 1 0
3117 1 -13.288856781626615 -36.17475532809407 -37.536261172448114 0 0 0
3887 1 -1.081895603816173 -36.96533192965199 -37.719941308358756 0 0 0
3558 1 -4.637660278404481 -34.36271471152357 -39.950051476381404 0 0 1
2744 1 -0.6603182365092163 -39.92266765229875 -34.78289145164574 0 0 0
1406 1 3.4316565393361445 -37.65445229865777 -34.54837495337736 0 0 0
555 1 6.085578256696369 -31.930121667984665 -34.01355296899618 0 0 0
65 1 10.397822450291706 -36.86064969585266 -33.74306277263459 0 0 1
1534 1 10.4696513211823 -32.566802678284446 -36.50720684620041 0 1 1
1628 1 12.939234459079016 -39.67435098950332 -35.654594835894834 0 0 0
1175 1 11.383414698296896 -36.438711255655555 -37.764317017435886 0 0 0
2843 1 18.512215797872603 -38.27290798527326 -35.92800930618068 0 0 1
2588 1 23.728274219424517 -33.828130896393255 -31.40855482564689 0 1 1
1451 1 20.226614172978543 -37.814905162142125 -31.32583431852293 0 0 1
592 1 24.14191546094501 -30.70498637615215 -39.084494092355925 0 0 1
4932 1 -28.317893773738398 -36.86385740387925 -37.13780213654486 0 0 1
1248 1 -21.109271875625893 -27.942381926113207 -37.46812560480956 0 1 0
1037 1 -25.175492749439936 -31.26844123408948 -34.034785553307046 0 0 0
1398 1 -18.840982445332582 -30.259466025523473 -34.8741599969398 0 1 0
3431 1 -17.409673522507255 -26.945584722803513 -36.73842308599037 0 0 0
3428 1 -23.631888762654512 -33.69667515859835 38.945330068529515 0 0 -1
111 1 -21.75199819151509 -31.976065268145685 -37.71602651620049 0 0 1
3837 1 -14.205727087871473 -33.43933848566395 -34.73472598145841 0 0 0
4725 1 -14.36448241665069 -29.76330420001721 -36.012232740241835 0 0 0
2414 1 -11.711804624538239 -32.310368162666784 -37.73555185133246 0 0 1
4243 1 -6.294888941012476 -33.112304872557665 -35.19447153725795 0 1 0
3605 1 -9.880556243491236 -28.031909864952507 -37.03263977376879 0 0 0
1579 1 -6.030248753975273 -28.95482045853309 -37.18363152969988 0 0 0
4991 1 2.3140184623625912 -33.08250523450252 -36.237459984069986 0 0 1
220 1 -4.404958766143775 -36.030737704573745 -36.17222299614857 0 1 1
4544 1 -0.5771108295009058 -26.849881880025677 -31.52998693586781 0 0 0
1256 1 -7.432828983548054 -25.447165552558403 -35.24508866404453 0 0 1
1652 1 6.631702776331387 -31.59042734085611 -38.41530757544855 0 0 1
3081 1 4.070035129787317 -28.84294529297762 -35.94773217792845 0 0 0
3086 1 5.375783623337525 -27.58647733683859 -39.26601930387793 0 0 1
1909 1 -1.8342809397846433 -31.787050877013527 -36.53587016701392 0 0 0
4811 1 8.280970132751222 -28.959038676091236 -35.93847696726687 0 0 0
1151 1 14.397841243148248 -31.856548355941772 -38.185001230911936 0 0 0
