LAMMPS data file via write_data, version 21 Nov 2023, timestep = 14000, units = metal

5000 atoms
1 atom types

-80 80 xlo xhi
-40 40 ylo yhi
-40 40 zlo zhi

Masses

1 16.05

Pair Coeffs # lj/cut

1 0.0127 3.73

Atoms # atomic

3769 1 -27.757305250864256 -37.102659186977114 38.97906281882942 0 0 0
4545 1 -20.053179941564522 -33.203409257954625 -37.49423659729152 0 1 1
4856 1 -12.62697322042655 -37.74029285847517 -39.25698354644821 0 0 0
2220 1 -15.80603645722234 -36.6695344865548 38.82966704033463 0 1 -1
2593 1 -17.28449585697614 -32.639538384034154 -34.49994368275309 0 0 0
4243 1 -10.695039893047394 -31.584859907099894 -35.78734971420205 0 1 0
2430 1 -6.5074855623331835 -37.24080171966242 -38.563382064703106 0 1 0
1056 1 -8.389353907480718 38.47177043320016 -34.59477854306856 0 0 0
3558 1 -3.1546184785382128 -34.631270446727285 39.82663997705318 0 0 0
220 1 -3.1459910843586436 -35.54063317781558 -35.96161524071468 0 1 1
3051 1 -8.030183367411494 -34.83382469187731 -35.04199171412024 0 0 1
3887 1 0.8398670656179343 -36.93132261046497 -37.49842930195126 0 0 0
2722 1 3.8387889999478166 -32.781305257420264 -31.262197446816156 0 1 0
3102 1 0.5827581780732914 39.67171174504935 -35.899241339716575 0 -1 0
1762 1 4.260564772478897 -39.566667327306824 -37.267671800393714 0 1 1
1406 1 0.6431610451143361 -34.727315081824564 -31.932211353249674 0 0 0
2744 1 3.0688787506130693 -36.43728228819545 -34.30429956354479 0 0 0
555 1 6.833170019397295 -36.636391810069824 -36.67841372029163 0 0 0
1029 1 15.761064022254207 -39.005964783399804 -32.253988770728625 0 0 1
3715 1 9.997050350756227 -38.598744738714345 -30.81988037946082 0 0 0
4451 1 15.450961726488075 -38.81533248086013 -36.437060037161814 0 0 0
745 1 11.530092940377115 36.73646728147684 -36.52846666690266 0 0 0
2205 1 17.171870447709058 -34.73834398407638 -33.53517661622214 0 0 0
3463 1 9.952244082337257 -35.5733043070736 -33.24004740576401 0 0 1
3908 1 21.18429207383423 -34.05362307612095 -33.8065067479397 0 1 0
3650 1 18.87555333996924 38.27628620600085 -26.503326467793674 0 0 1
3592 1 -18.18253137429789 -28.973463375537644 -36.06370962797696 0 0 0
4438 1 -21.24457503185794 -27.213784574534134 -29.0449928358182 0 0 1
1037 1 -17.026398817396327 -30.938817850462573 39.81488976874488 0 0 -1
4725 1 -14.651394047659283 -29.48798728412173 -37.10248468975449 0 0 0
3605 1 -8.39431077572133 -31.152529614221482 -38.61982202484264 0 0 0
3973 1 -13.494095955431563 -30.637248820852097 -32.42490831046757 0 1 0
3428 1 -14.30924834239602 -33.42306264306397 -38.19270806517036 0 0 0
2758 1 -5.401737070582114 -32.32953510463454 -37.04866529030115 0 0 0
4021 1 -10.680565522022876 -27.859456156591666 -37.4339940999887 0 1 0
4476 1 -7.044862956832896 -28.119490540916733 -36.30786895614189 0 0 0
3196 1 -2.199920072428789 -32.280109553383035 -33.44093894538289 0 0 0
2346 1 -3.1129967047673737 -25.30802942018917 -37.361132933341906 0 0 0
4544 1 0.3564159808555696 -26.835452330451986 -35.370904086284476 0 0 0
2442 1 -7.867855104095659 -24.348188982639943 -36.06667507454226 0 0 0
3086 1 1.819572351625537 -30.400089155070077 -35.40418625969356 0 0 1
1909 1 3.5208757230997225 -27.61583868135138 -39.28983149966671 0 0 0
2321 1 1.0267444988850136 -30.112543388797793 -31.56001723097329 0 0 0
1534 1 2.700175553713163 -33.43430273581333 -38.10709163093244 0 1 1
4811 1 6.316706141324381 -33.26013503676517 -34.108167955262964 0 0 0
3322 1 12.910301693934185 -29.8245451925829 -36.79732599150486 0 1 1
804 1 5.72996757481241 -30.844542012213033 -37.13639733022081 0 0 1
1367 1 4.0322390508278225 -27.46574387678441 -30.883873031562725 0 1 1
1994 1 6.366979620164708 -35.79149892924649 -31.435357533835912 0 1 0
660 1 12.386120246013117 -28.075142740418865 -33.2080177369752 0 0 0
2814 1 12.312894029318617 -32.007372817487116 38.93741099407155 0 0 0
2948 1 16.370951764600424 -31.244058505831564 -35.0874615866393 0 1 0
3565 1 13.455451544307293 -35.580122083643275 -34.93392504454487 0 0 1
1445 1 19.397937669724207 -31.910928868335095 -37.333439622276316 0 0 1
